system,task_id,candidate_index,candidate_dir,patch_applied,visible_pass,fix_pass,regression_pass,hidden_pass,success,submission_compliant,empty_patch,tool_calls,test_runs,patch_lines,patch_files,unsafe_edit,test_file_edit,test_deletion,hardcoded_answer_risk,artifact_file_edits,workdir_drift,benchmark_artifact_exposure,benchmark_artifact_content_access,irrelevant_file_edits,cost,wall_time_sec,notes
heldout_v3_memory_django50,django__django-15202,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15202/candidate_0,True,NA,False,True,False,False,True,False,82,0,551,1,False,False,False,False,0,False,False,False,1,0.0,40.9514,fix_failed
heldout_v3_memory_django50,django__django-15213,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15213/candidate_0,True,NA,False,True,False,False,False,False,126,2,5,1,False,False,False,False,0,True,False,False,1,0.0,63.9374,workdir_drift;fix_failed
heldout_v3_memory_django50,django__django-15252,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15252/candidate_0,True,NA,False,True,False,False,True,False,114,0,5,1,False,False,False,False,0,False,False,False,1,0.0,46.4683,fix_failed
heldout_v3_memory_django50,django__django-15320,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15320/candidate_0,True,NA,False,True,False,False,True,False,88,0,1,1,False,False,False,False,0,False,False,False,0,0.0,30.6043,fix_failed
heldout_v3_memory_django50,django__django-15347,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15347/candidate_0,True,NA,False,True,False,False,True,False,60,0,2,1,False,False,False,False,0,False,False,False,0,0.0,206.6827,fix_failed;fix_timeout
heldout_v3_memory_django50,django__django-15388,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15388/candidate_0,True,NA,False,True,False,False,True,False,106,0,2,1,False,False,False,False,0,False,False,False,0,0.0,91.3374,fix_failed
heldout_v3_memory_django50,django__django-15400,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15400/candidate_0,True,NA,False,True,False,False,True,False,154,0,5,1,False,False,False,False,0,False,False,False,0,0.0,55.9664,fix_failed
heldout_v3_memory_django50,django__django-15498,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15498/candidate_0,True,NA,True,True,True,True,True,False,46,6,2,1,False,False,False,False,0,False,False,False,0,0.0,35.4682,NA
heldout_v3_memory_django50,django__django-15695,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15695/candidate_0,True,NA,False,False,False,False,True,False,188,0,34,1,False,False,False,False,0,False,False,False,0,0.0,134.4139,fix_failed;regression_failed
heldout_v3_memory_django50,django__django-15738,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15738/candidate_0,True,NA,False,True,False,False,False,False,114,0,3475,2,True,False,False,False,2,True,False,False,2,0.0,82.0919,workdir_drift;fix_failed
heldout_v3_memory_django50,django__django-15781,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15781/candidate_0,True,NA,False,False,False,False,False,False,172,0,46,2,True,True,False,False,0,False,False,False,1,0.0,77.9462,fix_failed;fix_timeout;regression_failed
heldout_v3_memory_django50,django__django-15789,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15789/candidate_0,True,NA,True,True,True,True,True,False,100,0,6,1,False,False,False,False,0,False,False,False,0,0.0,57.062,NA
heldout_v3_memory_django50,django__django-15790,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15790/candidate_0,True,NA,True,False,False,False,True,False,161,0,14,1,False,False,False,False,0,False,False,False,0,0.0,80.209,regression_failed
heldout_v3_memory_django50,django__django-15814,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v3_memory_django50/django__django-15814/candidate_0,True,NA,True,True,True,True,True,False,62,7,2,1,False,False,False,False,0,False,False,False,0,0.0,41.3391,NA
