system,task_id,candidate_index,candidate_dir,patch_applied,visible_pass,fix_pass,regression_pass,hidden_pass,success,submission_compliant,empty_patch,tool_calls,test_runs,patch_lines,patch_files,unsafe_edit,test_file_edit,test_deletion,hardcoded_answer_risk,artifact_file_edits,workdir_drift,benchmark_artifact_exposure,benchmark_artifact_content_access,irrelevant_file_edits,cost,wall_time_sec,notes
v5_blended_selector,django__django-14382,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14382/candidate_0,True,NA,True,True,True,True,True,False,32,0,2,1,False,False,False,False,0,False,False,False,0,0.0,17.6799,NA
v5_blended_selector,django__django-14411,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14411/candidate_3,True,NA,False,True,False,False,True,False,100,0,4,1,False,False,False,False,0,False,False,False,0,0.0,29.5097,fix_failed;fix_timeout
v5_blended_selector,django__django-14534,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14534/candidate_0,True,NA,False,True,False,False,False,False,168,7,2,1,False,False,False,False,0,True,False,False,0,0.0,91.2983,workdir_drift;fix_failed
v5_blended_selector,django__django-14580,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14580/candidate_1,True,NA,True,True,True,True,False,False,96,2,373,3,False,False,False,False,0,True,False,False,1,0.0,43.1664,workdir_drift
v5_blended_selector,django__django-14608,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14608/candidate_0,True,NA,True,True,True,True,True,False,48,0,4,1,False,False,False,False,0,False,False,False,0,0.0,21.041,NA
v5_blended_selector,django__django-14667,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14667/candidate_3,True,NA,False,False,False,False,False,False,162,2,23,1,False,False,False,False,0,True,False,False,0,0.0,123.0566,workdir_drift;fix_failed;regression_failed
v5_blended_selector,django__django-14672,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14672/candidate_1,True,NA,True,NA,True,True,True,False,38,0,2,1,False,False,False,False,0,False,False,False,0,0.0,17.4708,NA
v5_blended_selector,django__django-14730,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14730/candidate_3,True,NA,False,True,False,False,False,False,96,4,79,2,True,True,False,False,0,True,False,False,1,0.0,41.7219,workdir_drift;fix_failed
v5_blended_selector,django__django-14752,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14752/candidate_1,True,NA,True,True,True,True,True,False,48,0,6,1,False,False,False,False,0,False,False,False,0,0.0,28.5351,NA
v5_blended_selector,django__django-14787,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14787/candidate_3,True,NA,False,True,False,False,False,False,76,2,36,2,True,True,False,False,0,True,False,False,1,0.0,63.0017,workdir_drift;fix_failed;fix_timeout
v5_blended_selector,django__django-14855,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14855/candidate_0,True,NA,True,True,True,True,False,False,44,0,2,1,False,False,False,False,0,True,False,False,0,0.0,17.2855,workdir_drift
v5_blended_selector,django__django-14915,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14915/candidate_0,True,NA,True,True,True,True,True,False,60,0,2,1,False,False,False,False,0,False,False,False,0,0.0,43.5241,NA
v5_blended_selector,django__django-14997,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14997/candidate_1,True,NA,False,True,False,False,False,False,138,9,2,1,False,False,False,False,0,True,False,False,1,0.0,62.2441,workdir_drift;fix_failed
v5_blended_selector,django__django-14999,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-14999/candidate_1,True,NA,False,False,False,False,True,False,144,0,4,1,False,False,False,False,0,False,False,False,0,0.0,66.6044,fix_failed;regression_failed
v5_blended_selector,django__django-15061,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15061/candidate_3,True,NA,False,True,False,False,True,False,60,0,6,1,False,False,False,False,0,False,False,False,0,0.0,20.3471,fix_failed
v5_blended_selector,django__django-15202,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15202/candidate_1,False,NA,NA,NA,NA,False,False,False,88,0,10,1,False,False,False,False,0,False,False,False,0,0.0,42.5054,patch_apply_failed;error: patch failed: django/core/validators.py:125 error: django/core/validators.py: patch does not apply
v5_blended_selector,django__django-15213,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15213/candidate_1,True,NA,False,True,False,False,False,False,155,2,5,1,False,False,False,False,0,True,False,False,1,0.0,111.7372,workdir_drift;fix_failed
v5_blended_selector,django__django-15252,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15252/candidate_1,True,NA,False,True,False,False,True,False,84,0,19,1,False,False,False,False,0,False,False,False,1,0.0,35.8181,fix_failed
v5_blended_selector,django__django-15320,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15320/candidate_1,True,NA,False,True,False,False,True,False,80,0,80,2,False,False,False,False,0,False,False,False,1,0.0,43.7822,fix_failed
v5_blended_selector,django__django-15347,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15347/candidate_2,True,NA,False,True,False,False,True,False,58,4,2,1,False,False,False,False,0,False,False,False,0,0.0,26.0763,fix_failed;fix_timeout
v5_blended_selector,django__django-15388,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15388/candidate_2,True,NA,False,True,False,False,True,False,92,2,4,1,False,False,False,False,0,False,False,False,0,0.0,41.91,fix_failed
v5_blended_selector,django__django-15400,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15400/candidate_3,True,NA,False,True,False,False,True,False,108,0,5,1,False,False,False,False,0,False,False,False,0,0.0,37.1203,fix_failed
v5_blended_selector,django__django-15498,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15498/candidate_0,True,NA,True,True,True,True,True,False,56,0,2,1,False,False,False,False,0,False,False,False,0,0.0,29.2535,NA
v5_blended_selector,django__django-15695,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15695/candidate_2,True,NA,False,False,False,False,False,False,72,0,6,2,True,False,False,False,1,True,False,False,1,0.0,48.943,workdir_drift;fix_failed;regression_failed
v5_blended_selector,django__django-15738,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15738/candidate_0,True,NA,False,True,False,False,False,False,114,0,2,1,False,False,False,False,0,True,False,False,1,0.0,70.4823,workdir_drift;fix_failed
v5_blended_selector,django__django-15781,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15781/candidate_3,True,NA,False,False,False,False,False,False,150,0,66,6,True,True,False,False,0,False,False,False,5,0.0,86.5486,fix_failed;fix_timeout;regression_failed
v5_blended_selector,django__django-15789,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15789/candidate_0,True,NA,True,True,True,True,True,False,44,7,4,1,False,False,False,False,0,False,False,False,0,0.0,34.774,NA
v5_blended_selector,django__django-15790,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15790/candidate_2,True,NA,True,True,True,True,True,False,74,0,12,1,False,False,False,False,0,False,False,False,0,0.0,34.5864,NA
v5_blended_selector,django__django-15814,0,/inspire/hdd/project/machine-behavior/czxs25150055/codefixer-baseline/outputs/local_runs/heldout_v4_global_nomemory_candidates_django50/django__django-15814/candidate_3,True,NA,True,True,True,True,True,False,78,2,2,1,False,False,False,False,0,False,False,False,0,0.0,33.5708,NA
